"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Name Basiswert 1","Name Basiswert 2"
"Ärztedichte","Allgemeinmedizin","2019","18 Untergiesing - Harlaching","1901.5","53243","28","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2019","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","2220.2","97689","44","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2019","20 Hadern","3344.3","50165","15","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2019","21 Pasing - Obermenzing","2385.9","76348","32","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2019","22 Aubing - Lochhausen - Langwied","2336.8","49072","21","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2019","23 Allach - Untermenzing","2856.4","34277","12","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2019","24 Feldmoching - Hasenbergl","2482.8","62069","25","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2019","25 Laim","1842.3","57111","31","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","Stadt München","2029.2","1542211","760","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","01 Altstadt - Lehel","363.8","21100","58","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","02 Ludwigsvorstadt - Isarvorstadt","846.6","51644","61","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","03 Maxvorstadt","1977","51402","26","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","04 Schwabing - West","2363","68527","29","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","05 Au - Haidhausen","1859.3","61356","33","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","06 Sendling","1781.9","40983","23","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","07 Sendling - Westpark","3508.4","59643","17","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","08 Schwanthalerhöhe","1749.6","29743","17","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","09 Neuhausen - Nymphenburg","2058.6","98814","48","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","10 Moosach","2711.2","54223","20","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","11 Milbertshofen - Am Hart","2589.5","75094","29","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","12 Schwabing - Freimann","2435.5","77936","32","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","13 Bogenhausen","2094.1","87950","42","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","14 Berg am Laim","3073.2","46098","15","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","15 Trudering - Riem","2614.5","73206","28","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","16 Ramersdorf - Perlach","2423.5","116327","48","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","17 Obergiesing - Fasangarten","3014.2","54256","18","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","18 Untergiesing - Harlaching","1969.8","53184","27","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","2198.1","96714","44","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","20 Hadern","3326.5","49898","15","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","21 Pasing - Obermenzing","2261.4","74625","33","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","22 Aubing - Lochhausen - Langwied","2078.8","47813","23","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","23 Allach - Untermenzing","2565.8","33355","13","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","24 Feldmoching - Hasenbergl","2375.9","61774","26","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2018","25 Laim","1615.6","56546","35","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","Stadt München","1956.5","1526056","780","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","01 Altstadt - Lehel","367.1","20926","57","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","02 Ludwigsvorstadt - Isarvorstadt","819.6","51632","63","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","03 Maxvorstadt","1769.3","51311","29","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","04 Schwabing - West","2007.8","68265","34","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","05 Au - Haidhausen","1846.6","60937","33","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","06 Sendling","1695.1","40682","24","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","07 Sendling - Westpark","3493.3","59386","17","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","08 Schwanthalerhöhe","1640.8","29535","18","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","09 Neuhausen - Nymphenburg","2096.2","98520","47","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","10 Moosach","2683.1","53662","20","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","11 Milbertshofen - Am Hart","2669","74731","28","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","12 Schwabing - Freimann","2120.6","76341","36","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","13 Bogenhausen","1953.9","85971","44","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","14 Berg am Laim","3038.8","45582","15","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","15 Trudering - Riem","2483","72006","29","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","16 Ramersdorf - Perlach","2385","114478","48","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","17 Obergiesing - Fasangarten","2838.8","53937","19","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","18 Untergiesing - Harlaching","1878.6","52600","28","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","2171.7","95554","44","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","20 Hadern","3101.6","49626","16","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","21 Pasing - Obermenzing","2390.3","74098","31","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","22 Aubing - Lochhausen - Langwied","1855.4","46385","25","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","23 Allach - Untermenzing","2723.1","32677","12","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","24 Feldmoching - Hasenbergl","2437.3","60933","25","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2017","25 Laim","1481.1","56281","38","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","Stadt München","1921.4","1542860","803","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","01 Altstadt - Lehel","363.6","21454","59","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","02 Ludwigsvorstadt - Isarvorstadt","885.7","54915","62","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","03 Maxvorstadt","1670.1","53443","32","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","04 Schwabing - West","2169","69407","32","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","05 Au - Haidhausen","1823.5","61999","34","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","06 Sendling","1717.9","41230","24","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","07 Sendling - Westpark","3114.4","59174","19","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","08 Schwanthalerhöhe","1514.1","30282","20","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","09 Neuhausen - Nymphenburg","2163.9","99538","46","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","10 Moosach","2834.7","53859","19","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","11 Milbertshofen - Am Hart","2310.8","76255","33","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","12 Schwabing - Freimann","2205.4","77188","35","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","13 Bogenhausen","1743.3","87164","50","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","14 Berg am Laim","2685.6","45655","17","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","15 Trudering - Riem","2463.7","71448","29","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","16 Ramersdorf - Perlach","2324.5","113898","49","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","17 Obergiesing - Fasangarten","3043.6","54784","18","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","18 Untergiesing - Harlaching","1863.8","54050","29","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","2091.3","96200","46","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","20 Hadern","2974.5","50567","17","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","21 Pasing - Obermenzing","2326","74432","32","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","22 Aubing - Lochhausen - Langwied","1981.4","45571","23","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","23 Allach - Untermenzing","2303.4","32248","14","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","24 Feldmoching - Hasenbergl","2470.6","61764","25","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2016","25 Laim","1444.5","56335","39","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","Stadt München","1892.6","1521678","804","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","01 Altstadt - Lehel","384","21122","55","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","02 Ludwigsvorstadt - Isarvorstadt","916.1","54049","59","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","03 Maxvorstadt","1492.9","53743","36","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","04 Schwabing - West","2363","68527","29","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","05 Au - Haidhausen","1576.8","61495","39","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","06 Sendling","1635.2","40879","25","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","07 Sendling - Westpark","3073.6","58398","19","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","08 Schwanthalerhöhe","1599","30381","19","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","09 Neuhausen - Nymphenburg","1974","98702","50","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","10 Moosach","2663.1","53261","20","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","11 Milbertshofen - Am Hart","2516.3","75488","30","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","12 Schwabing - Freimann","2143.4","75020","35","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","13 Bogenhausen","1718.9","85947","50","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","14 Berg am Laim","2370.3","45035","19","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","15 Trudering - Riem","2407.9","69830","29","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","16 Ramersdorf - Perlach","2442.9","112371","46","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","17 Obergiesing - Fasangarten","2863.3","54402","19","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","18 Untergiesing - Harlaching","1779.2","53377","30","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","1991.5","93602","47","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","20 Hadern","3141.1","50257","16","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","21 Pasing - Obermenzing","2291.3","73320","32","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","22 Aubing - Lochhausen - Langwied","1899.2","43682","23","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","23 Allach - Untermenzing","2277.3","31882","14","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","24 Feldmoching - Hasenbergl","2366.7","61534","26","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2015","25 Laim","1496.6","55374","37","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","Stadt München","1868","1490681","798","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","01 Altstadt - Lehel","433.5","20806","48","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","02 Ludwigsvorstadt - Isarvorstadt","745.4","52177","70","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","03 Maxvorstadt","1502.1","52575","35","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","04 Schwabing - West","2033.2","67094","33","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","05 Au - Haidhausen","1412.9","60756","43","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","06 Sendling","1837.4","40422","22","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","07 Sendling - Westpark","2972.9","56485","19","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","08 Schwanthalerhöhe","1769.6","30083","17","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","09 Neuhausen - Nymphenburg","1805.9","97521","54","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","10 Moosach","2771.4","52657","19","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","11 Milbertshofen - Am Hart","2408.6","74667","31","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","12 Schwabing - Freimann","2475.9","71802","29","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","13 Bogenhausen","1864.4","83900","45","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","14 Berg am Laim","2317","44022","19","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","15 Trudering - Riem","2520.9","68063","27","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","16 Ramersdorf - Perlach","2293.7","110099","48","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","17 Obergiesing - Fasangarten","2930.2","52743","18","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","18 Untergiesing - Harlaching","1692","52452","31","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","2125.9","91412","43","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","20 Hadern","3117.1","49874","16","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","21 Pasing - Obermenzing","2178.2","71880","33","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","22 Aubing - Lochhausen - Langwied","1948.1","42859","22","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","23 Allach - Untermenzing","2612.8","31353","12","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","24 Feldmoching - Hasenbergl","2152.2","60262","28","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2014","25 Laim","1519.8","54714","36","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2013","Stadt München","1795.3","1464962","816","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2013","01 Altstadt - Lehel","319.1","20422","64","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2013","02 Ludwigsvorstadt - Isarvorstadt","843.7","50620","60","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2013","03 Maxvorstadt","1395.7","51642","37","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2013","04 Schwabing - West","2196.4","65892","30","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2013","05 Au - Haidhausen","1389.6","59752","43","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2013","06 Sendling","1737.1","39953","23","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2013","07 Sendling - Westpark","2638.3","55405","21","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2013","08 Schwanthalerhöhe","1744.9","29663","17","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2013","09 Neuhausen - Nymphenburg","1682.6","95906","57","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2013","10 Moosach","2454.1","51537","21","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2013","11 Milbertshofen - Am Hart","2230.8","73617","33","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2013","12 Schwabing - Freimann","2111.4","69676","33","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2013","13 Bogenhausen","1610.6","82138","51","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2013","14 Berg am Laim","2392.7","43068","18","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2013","15 Trudering - Riem","2393.2","67009","28","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2013","16 Ramersdorf - Perlach","2255.1","108244","48","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
"Ärztedichte","Allgemeinmedizin","2013","17 Obergiesing - Fasangarten","2710.5","51499","19","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin"
